FIPS,Geographic Name,Geographic Subtype,Total Vote,Joseph R. Biden,Donald J. Trump
fips,name,type,totalvote,vote1,vote2
29137,Monroe,County,4467,931,3466
29139,Montgomery,County,5762,1206,4457
29141,Morgan,County,9484,1924,7439
29143,New Madrid,County,7267,1748,5447
29145,Newton,County,28411,5793,22090
29147,Nodaway,County,9895,2849,6855
29149,Oregon,County,4739,823,3847
29151,Osage,County,7456,1031,6341
29153,Ozark,County,4870,752,4064
29155,Pemiscot,County,5727,1556,4116
29157,Perry,County,9429,1661,7634
29159,Pettis,County,19070,4776,13835
29161,Phelps,County,19539,5619,13438
29163,Pike,County,7686,1717,5856
29165,Platte,County,58523,28111,29251
29167,Polk,County,15061,2883,11849
29169,Pulaski,County,14405,3735,10326
29171,Putnam,County,2362,361,1984
29173,Ralls,County,5672,1205,4396
29175,Randolph,County,10757,2485,8018
29177,Ray,County,11654,3107,8328
29179,Reynolds,County,3298,529,2733
29181,Ripley,County,5716,833,4838
29183,St. Charles,County,222175,89346,128193
29185,St. Clair,County,4972,988,3930
29186,Ste. Genevieve,County,9481,2713,6627
29187,St. Francois,County,28060,7044,20506
29189,St. Louis,County,528075,322802,196808
29195,Saline,County,9514,2903,6447
29197,Schuyler,County,2003,373,1606
29199,Scotland,County,1985,387,1560
29201,Scott,County,17748,3753,13769
29203,Shannon,County,3908,706,3164
29205,Shelby,County,3355,592,2699
29207,Stoddard,County,13410,1814,11460
29209,Stone,County,18415,3486,14716
29211,Sullivan,County,2473,478,1974
29213,Taney,County,26240,5325,20426
29215,Texas,County,11332,1716,9478
29217,Vernon,County,9173,1902,7135
29219,Warren,County,18373,4769,13222
29221,Washington,County,9988,1804,8046
29223,Wayne,County,5880,844,4984
29225,Webster,County,18772,3572,14874
29227,Worth,County,1107,215,877
29229,Wright,County,8749,1167,7452
29510,St. Louis,City,132339,108385,21185
30001,Beaverhead,County,5661,1608,3923
30003,Big Horn,County,4784,2491,2207
30005,Blaine,County,3117,1589,1469
30007,Broadwater,County,4097,835,3173
30009,Carbon,County,7052,2421,4468
30011,Carter,County,864,74,775
30013,Cascade,County,39885,15456,23315
30015,Chouteau,County,2965,991,1891
30017,Custer,County,5860,1514,4205
30019,Daniels,County,1014,195,799
30021,Dawson,County,4825,962,3758
30023,Deer Lodge,County,4891,2562,2186
30025,Fallon,County,1575,172,1375
30027,Fergus,County,6507,1496,4869
30029,Flathead,County,59936,20274,38321
30031,Gallatin,County,70979,37044,31696
30033,Garfield,County,813,41,764
30035,Glacier,County,5617,3610,1884
30037,Golden Valley,County,503,78,414
30039,Granite,County,2102,638,1419
30041,Hill,County,7182,2981,3957
30043,Jefferson,County,8151,2625,5345
30045,Judith Basin,County,1344,275,1040
30047,Lake,County,16626,6916,9322
30049,Lewis and Clark,County,42265,19743,21409
30051,Liberty,County,1083,249,821
30053,Lincoln,County,11747,2835,8672
30055,McCone,County,1128,155,956
30057,Madison,County,6087,1771,4191
30059,Meagher,County,1110,258,833
30061,Mineral,County,2563,686,1828
30063,Missoula,County,71495,43357,26347
30065,Musselshell,County,2881,413,2423
30067,Park,County,11566,5280,6025
30069,Petroleum,County,348,39,298
30071,Phillips,County,2382,416,1936
30073,Pondera,County,2995,903,2031
30075,Powder River,County,1136,154,970
30077,Powell,County,3178,752,2354
30079,Prairie,County,744,126,603
30081,Ravalli,County,28507,8763,19114
30083,Richland,County,5798,875,4800
30085,Roosevelt,County,4017,1910,1996
30087,Rosebud,County,3773,1199,2486
30089,Sanders,County,7622,1820,5660
30091,Sheridan,County,2030,574,1403
30093,Silver Bow,County,18658,10392,7745
30095,Stillwater,County,5724,1156,4462
30097,Sweet Grass,County,2446,549,1840
30099,Teton,County,3679,1007,2608
30101,Toole,County,2119,467,1596
30103,Treasure,County,460,78,373
30105,Valley,County,4261,1030,3135
30107,Wheatland,County,1068,225,823
30109,Wibaux,County,598,77,516
30111,Yellowstone,County,83821,30679,50772
31001,Adams,County,14602,4213,10085
31003,Antelope,County,3583,452,3093
31005,Arthur,County,284,21,260
31007,Banner,County,410,43,362
31009,Blaine,County,317,35,280
31011,Boone,County,3217,499,2653
31013,Box Butte,County,5181,1051,4002
31015,Boyd,County,1153,135,1010
31017,Brown,County,1679,191,1470
31019,Buffalo,County,23589,6350,16640
31021,Burt,County,3731,1063,2580
31023,Butler,County,4478,869,3526
31025,Cass,County,15284,4737,10121
31027,Cedar,County,4996,725,4174
31029,Chase,County,1993,226,1740
31031,Cherry,County,3265,373,2844
31033,Cheyenne,County,4765,855,3813
31035,Clay,County,3558,632,2848
31037,Colfax,County,3717,1025,2636
31039,Cuming,County,4451,870,3507
31041,Custer,County,5877,768,4996
31043,Dakota,County,6794,2744,3926
31045,Dawes,County,4121,1082,2931
31047,Dawson,County,9178,2497,6524
31049,Deuel,County,1032,141,871
31051,Dixon,County,3083,651,2335
31053,Dodge,County,16835,5526,10963
31055,Douglas,County,270788,148058,117398
31057,Dundy,County,999,105,883
31059,Fillmore,County,3134,693,2359
31061,Franklin,County,1721,276,1434
31063,Frontier,County,1440,189,1229
31065,Furnas,County,2601,399,2163
31067,Gage,County,11068,3385,7445
31069,Garden,County,1195,161,1016
31071,Garfield,County,1067,133,925
31073,Gosper,County,1118,215,893
31075,Grant,County,402,20,375
31077,Greeley,County,1258,229,1016
31079,Hall,County,24374,7681,16189
31081,Hamilton,County,5520,1117,4297
31083,Harlan,County,1928,282,1615
31085,Hayes,County,534,34,494
31087,Hitchcock,County,1469,175,1264
31089,Holt,County,5537,686,4769
31091,Hooker,County,442,59,376
31093,Howard,County,3501,648,2786
31095,Jefferson,County,3716,1016,2616
31097,Johnson,County,2229,647,1518
31099,Kearney,County,3604,701,2822
31101,Keith,County,4364,763,3544
31103,Keya Paha,County,529,49,476
31105,Kimball,County,1860,267,1553
31107,Knox,County,4697,905,3721
31109,Lancaster,County,156091,82293,70092
31111,Lincoln,County,17107,3692,13071
31113,Logan,County,450,38,407
31115,Loup,County,454,75,370
31117,McPherson,County,302,17,275
31119,Madison,County,15407,3393,11678
31121,Merrick,County,4257,743,3419
31123,Morrill,County,2557,386,2113
31125,Nance,County,1828,359,1437
31127,Nemaha,County,3423,921,2428
31129,Nuckolls,County,2303,409,1857
31131,Otoe,County,8315,2490,5649
31133,Pawnee,County,1429,322,1071
31135,Perkins,County,1544,199,1321
31137,Phelps,County,5009,752,4157
31139,Pierce,County,4006,480,3462
31141,Platte,County,15256,3208,11827
31143,Polk,County,2870,527,2286
31145,Red Willow,County,5452,811,4525
31147,Richardson,County,4126,996,3073
31149,Rock,County,841,84,744
31151,Saline,County,5770,1986,3631
31153,Sarpy,County,92226,40020,49796
31155,Saunders,County,12735,3331,9108
31157,Scotts Bluff,County,15469,4196,10952
31159,Seward,County,9142,2438,6490
31161,Sheridan,County,2672,340,2292
31163,Sherman,County,1698,343,1322
31165,Sioux,County,729,72,642
31167,Stanton,County,3161,532,2561
31169,Thayer,County,2980,624,2308
31171,Thomas,County,427,45,377
31173,Thurston,County,2325,1122,1180
31175,Valley,County,2340,412,1901
31177,Washington,County,12413,3554,8583
31179,Wayne,County,4200,1022,3055
31181,Webster,County,1876,335,1511
31183,Wheeler,County,502,59,438
31185,York,County,7089,1619,5296
32001,Churchill,County,12890,3051,9372
32003,Clark,County,972510,521852,430930
32005,Douglas,County,34125,11571,21630
32007,Elko,County,21967,4557,16741
32009,Esmeralda,County,487,74,400
32011,Eureka,County,1017,105,895
32013,Humboldt,County,7771,1689,5877
32015,Lander,County,2765,496,2198
32017,Lincoln,County,2446,330,2067
32019,Lyon,County,30238,8473,20914
32021,Mineral,County,2335,829,1423
32023,Nye,County,25378,7288,17528
32027,Pershing,County,2320,547,1731
32029,Storey,County,2877,902,1908
32031,Washoe,County,252142,128128,116760
32033,White Pine,County,4369,859,3403
32510,Carson City,City,29739,12735,16113
33001,Belknap,County,38391,16894,20899
33003,Carroll,County,33221,16649,16150
33005,Cheshire,County,44197,25506,17892
33007,Coos,County,16515,7640,8617
33009,Grafton,County,53966,33180,19905
33011,Hillsborough,County,230941,122344,104625
33013,Merrimack,County,89805,48533,39711
33015,Rockingham,County,198798,100064,95858
33017,Strafford,County,73596,41721,30489
33019,Sullivan,County,24380,12390,11508
34001,Atlantic,County,139612,73333,64099
34003,Bergen,County,495549,285811,204277
34005,Burlington,County,246427,145987,96583
34007,Camden,County,264912,174575,86024
34009,Cape May,County,57170,23583,32770
34011,Cumberland,County,62472,32689,28904
34013,Essex,County,308715,237981,68038
34015,Gloucester,County,173308,86588,83312
34017,Hudson,County,223733,164396,56406
34019,Hunterdon,County,82865,38658,42203
34021,Mercer,County,163520,112845,47788
34023,Middlesex,County,345219,208902,130801
34025,Monmouth,County,373820,179245,189359
34027,Morris,County,291266,148913,136659
34029,Ocean,County,322036,113359,203613
34031,Passaic,County,205977,118112,84873
34033,Salem,County,32449,13722,18042
34035,Somerset,County,174640,103875,67335
34037,Sussex,County,88148,34417,51566
34039,Union,County,236762,158051,75222
34041,Warren,County,58182,23861,32998
35001,Bernalillo,County,317589,193756,116135
35003,Catron,County,2325,594,1698
35005,Chaves,County,22443,6381,15656
35006,Cibola,County,8903,4745,3975
35007,Colfax,County,6016,2611,3271
35009,Curry,County,15101,4307,10444
35011,De Baca,County,901,231,656
35013,Dona Ana,County,82640,47958,32800
35015,Eddy,County,23222,5424,17454
35017,Grant,County,14435,7590,6553
35019,Guadalupe,County,2188,1234,916
35021,Harding,County,505,179,319
35023,Hidalgo,County,1969,821,1117
35025,Lea,County,20918,4061,16531
35027,Lincoln,County,10306,3194,6942
35028,Los Alamos,County,12293,7554,4278
35029,Luna,County,8104,3565,4407
35031,McKinley,County,26406,17969,7782
35033,Mora,County,2683,1744,902
35035,Otero,County,23571,8485,14521
35037,Quay,County,3873,1170,2634
35039,Rio Arriba,County,16628,10990,5408
35041,Roosevelt,County,6608,1802,4634
35043,Sandoval,County,76562,40588,34174
35045,San Juan,County,52293,18081,32874
35047,San Miguel,County,11531,7888,3421
35049,Santa Fe,County,82227,62530,18329
35051,Sierra,County,5945,2265,3542
35053,Socorro,County,7160,3722,3255
35055,Taos,County,17035,13030,3663
35057,Torrance,County,7281,2344,4772
35059,Union,County,1789,383,1388
35061,Valencia,County,32276,14263,17363
36001,Albany,County,121529,73189,45570
36003,Allegany,County,17334,4188,12670
36005,Bronx,County,330317,271835,55849
36007,Broome,County,72251,32209,38296
36009,Cattaraugus,County,30113,9142,20295
36011,Cayuga,County,30296,11993,17639
36013,Chautauqua,County,48533,16200,31247
36015,Chemung,County,31722,11573,19388
36017,Chenango,County,17277,5126,11736
36019,Clinton,County,27532,12690,14354
36021,Columbia,County,27616,14148,12883
36023,Cortland,County,16739,6829,9484
36025,Delaware,County,18763,6420,11952
36027,Dutchess,County,115340,54756,58463
36029,Erie,County,385363,198808,178349
36031,Essex,County,15232,6970,7953
36033,Franklin,County,15430,6586,8530
36035,Fulton,County,20180,5804,13989
36037,Genesee,County,25049,7048,17340
36039,Greene,County,20882,7675,12722
36041,Hamilton,County,2828,863,1917
36043,Herkimer,County,24766,7282,17038
36045,Jefferson,County,35601,12053,22779
36047,Kings,County,695919,514133,174731
36049,Lewis,County,10899,2768,7931
36051,Livingston,County,26399,9150,16575
36053,Madison,County,27698,10417,16553
36055,Monroe,County,276241,146403,122995
36057,Montgomery,County,17615,5746,11500
36059,Nassau,County,573977,280115,286633
36061,New York,County,448659,377605,65001
36063,Niagara,County,88041,34809,51355
36065,Oneida,County,84273,30542,51950
36067,Onondaga,County,206105,116031,84743
36069,Ontario,County,47969,20779,25757
36071,Orange,County,140286,61868,76218
36073,Orleans,County,15649,4082,11173
36075,Oswego,County,44645,14677,28914
36077,Otsego,County,22398,9138,12682
36079,Putnam,County,47899,20266,26888
36081,Queens,County,599349,412393,181225
36083,Rensselaer,County,65494,30450,33371
36085,Richmond,County,179203,67223,110094
36087,Rockland,County,116024,50926,63830
36089,St. Lawrence,County,35606,13036,21862
36091,Saratoga,County,107583,49697,55248
36093,Schenectady,County,60757,31685,27544
36095,Schoharie,County,13399,4006,9010
36097,Schuyler,County,8246,2858,5181
36099,Seneca,County,12978,5076,7582
36101,Steuben,County,38870,11299,26781
36103,Suffolk,County,601261,259463,333617
36105,Sullivan,County,26981,10995,15555
36107,Tioga,County,20555,6724,13292
36109,Tompkins,County,33132,22624,9640
36111,Ulster,County,77907,42606,33580
36113,Warren,County,27685,11811,15200
36115,Washington,County,23655,8537,14577
36117,Wayne,County,37490,12799,23734
36119,Westchester,County,351937,220963,126013
36121,Wyoming,County,17187,3840,12969
36123,Yates,County,8840,3046,5552
37001,Alamance,County,86091,38825,46056
37003,Alexander,County,20236,4145,15888
37005,Alleghany,County,6076,1486,4527
37007,Anson,County,11194,5789,5321
37009,Ashe,County,15814,4164,11451
37011,Avery,County,9458,2191,7172
37013,Beaufort,County,26315,9633,16437
37015,Bertie,County,9815,5939,3817
37017,Bladen,County,17125,7326,9676
37019,Brunswick,County,90173,33310,55850
37021,Buncombe,County,161567,96515,62412
37023,Burke,County,44602,13118,31019
37025,Cabarrus,County,117222,52162,63237
37027,Caldwell,County,42829,10245,32119
37029,Camden,County,5953,1537,4312
37031,Carteret,County,42695,12093,30028
37033,Caswell,County,12051,4860,7089
37035,Catawba,County,83425,25689,56588
37037,Chatham,County,48599,26787,21186
37039,Cherokee,County,16423,3583,12628
37041,Chowan,County,7783,3247,4471
37043,Clay,County,6893,1699,5112
37045,Cleveland,County,51308,16955,33798
37047,Columbus,County,26446,9446,16832
37049,Craven,County,53065,21148,31032
37051,Cumberland,County,147142,84469,60032
37053,Currituck,County,16147,4195,11657
37055,Dare,County,24232,9936,13938
37057,Davidson,County,88514,22636,64658
37059,Davie,County,25311,6713,18228
37061,Duplin,County,22715,8767,13793
37063,Durham,County,179902,144688,32459
37065,Edgecombe,County,25476,16089,9206
37067,Forsyth,County,201256,113029,85060
37069,Franklin,County,37357,15882,20904
37071,Gaston,County,115497,40959,73033
37073,Gates,County,5971,2546,3367
37075,Graham,County,4665,905,3710
37077,Granville,County,31596,14565,16647
37079,Greene,County,8753,3832,4874
37081,Guilford,County,284482,173086,107294
37083,Halifax,County,25759,15545,10080
37085,Harnett,County,58293,22093,35177
37087,Haywood,County,36542,13144,22834
37089,Henderson,County,68371,27211,40032
37091,Hertford,County,10634,7097,3479
37093,Hoke,County,21639,11804,9453
37095,Hyde,County,2492,1046,1418
37097,Iredell,County,102371,33888,67010
37099,Jackson,County,21428,9591,11356
37101,Johnston,County,111360,41261,68354
37103,Jones,County,5525,2197,3280
37105,Lee,County,29007,12143,16469
37107,Lenoir,County,28409,13605,14590
37109,Lincoln,County,50217,13274,36341
37111,McDowell,County,23002,5832,16882
37113,Macon,County,20743,6230,14211
37115,Madison,County,13076,4901,7979
37117,Martin,County,12540,5911,6532
37119,Mecklenburg,County,567020,378107,179211
37121,Mitchell,County,9041,1867,7090
37123,Montgomery,County,12849,4327,8411
37125,Moore,County,58339,20779,36764
37127,Nash,County,52270,25947,25827
37129,New Hanover,County,131840,66146,63333
37131,Northampton,County,10110,6069,3989
37133,Onslow,County,72235,24266,46078
37135,Orange,County,84990,63594,20176
37137,Pamlico,County,7631,2713,4849
37139,Pasquotank,County,19897,9832,9770
37141,Pender,County,34169,11723,21956
37143,Perquimans,County,7484,2492,4903
37145,Person,County,21894,8465,13184
37147,Pitt,County,87572,47252,38982
37149,Polk,County,12358,4518,7689
37151,Randolph,County,73315,15618,56894
37153,Richmond,County,20763,8754,11830
37155,Robeson,County,46385,18790,27239
37157,Rockingham,County,47688,15952,31220
37159,Rowan,County,73408,23114,49297
37161,Rutherford,County,34428,9135,24891
37163,Sampson,County,28617,10966,17411
37165,Scotland,County,14775,7186,7473
37167,Stanly,County,33939,8129,25458
37169,Stokes,County,25702,5286,20143
37171,Surry,County,36638,8721,27538
37173,Swain,County,7068,2780,4161
37175,Transylvania,County,20404,8444,11636
37177,Tyrrell,County,1817,758,1044
37179,Union,County,131007,48725,80382
37181,Vance,County,20999,12431,8391
37183,Wake,County,631807,393335,226197
37185,Warren,County,10293,6400,3752
37187,Washington,County,6205,3396,2781
37189,Watauga,County,32220,17122,14451
37191,Wayne,County,55537,24215,30709
37193,Wilkes,County,35464,7510,27591
37195,Wilson,County,40735,20754,19581
37197,Yadkin,County,19922,3763,15933
37199,Yancey,County,11352,3688,7516
38001,Adams,County,1269,258,981
38003,Barnes,County,5565,1820,3568
38005,Benson,County,1961,822,1094
38007,Billings,County,635,72,541
38009,Bottineau,County,3471,821,2575
38011,Bowman,County,1657,228,1395
38013,Burke,County,1155,137,994
38015,Burleigh,County,50753,14348,34744
38017,Cass,County,86053,40311,42619
38019,Cavalier,County,2020,474,1499
38021,Dickey,County,2424,608,1742
38023,Divide,County,1202,265,904
38025,Dunn,County,2338,342,1951
38027,Eddy,County,1261,383,854
38029,Emmons,County,2009,237,1738
38031,Foster,County,1778,373,1362
38033,Golden Valley,County,1026,137,871
38035,Grand Forks,County,30970,12880,16987
38037,Grant,County,1381,207,1145
38039,Griggs,County,1250,308,907
38041,Hettinger,County,1312,196,1091
38043,Kidder,County,1460,221,1215
38045,LaMoure,County,2219,527,1645
38047,Logan,County,1076,128,930
38049,McHenry,County,3003,564,2364
38051,McIntosh,County,1455,261,1153
38053,McKenzie,County,5419,814,4482
38055,McLean,County,5536,1230,4198
38057,Mercer,County,4675,704,3856
38059,Morton,County,16619,3872,12243
38061,Mountrail,County,4165,1256,2824
38063,Nelson,County,1777,586,1141
38065,Oliver,County,1066,129,918
38067,Pembina,County,3331,786,2460
38069,Pierce,County,2128,497,1585
38071,Ramsey,County,5372,1639,3577
38073,Ransom,County,2454,945,1418
38075,Renville,County,1319,220,1065
38077,Richland,County,7812,2510,5072
38079,Rolette,County,3804,2482,1257
38081,Sargent,County,2070,738,1266
38083,Sheridan,County,812,104,688
38085,Sioux,County,1186,804,258
38087,Slope,County,427,44,380
38089,Stark,County,15050,2499,12110
38091,Steele,County,1088,392,652
38093,Stutsman,County,9959,2676,6994
38095,Towner,County,1174,317,830
38097,Traill,County,4136,1493,2522
38099,Walsh,County,4783,1333,3324
38101,Ward,County,28246,7293,19974
38103,Wells,County,2374,442,1893
38105,Williams,County,14334,2169,11739
39001,Adams,County,11905,2130,9660
39003,Allen,County,46375,13611,32052
39005,Ashland,County,25890,6448,19002
39007,Ashtabula,County,43166,16207,26225
39009,Athens,County,24818,14047,10386
39011,Auglaize,County,25352,4583,20451
39013,Belmont,County,32501,9011,23110
39015,Brown,County,20586,4326,16032
39017,Butler,County,182096,67729,111722
39019,Carroll,County,13961,3206,10525
39021,Champaign,County,19339,4946,14086
39023,Clark,County,63065,23625,38217
39025,Clermont,County,108348,33505,73077
39027,Clinton,County,19943,4556,15061
39029,Columbiana,County,49068,13183,35124
39031,Coshocton,County,16319,4057,11982
39033,Crawford,County,20195,4831,15043
39035,Cuyahoga,County,605456,402315,195089
39037,Darke,County,26627,4668,21569
39039,Defiance,County,19001,5870,12778
39041,Delaware,County,124055,56961,65163
39043,Erie,County,39530,17142,21724
39045,Fairfield,County,81598,30634,49714
39047,Fayette,County,12292,2911,9220
39049,Franklin,County,604351,391584,203154
39051,Fulton,County,22304,6545,15396
39053,Gallia,County,13358,2911,10289
39055,Geauga,County,55227,20980,33581
39057,Greene,County,86642,34023,50937
39059,Guernsey,County,17808,4498,13077
39061,Hamilton,County,417583,238101,173015
39063,Hancock,County,38013,11535,25796
39065,Hardin,County,12954,3025,9698
39067,Harrison,County,7500,1742,5668
39069,Henry,County,14483,3995,10273
39071,Highland,County,19302,3741,15369
39073,Hocking,County,13595,3836,9554
39075,Holmes,County,12778,1981,10645
39077,Huron,County,26633,7643,18537
39079,Jackson,County,14160,3193,10804
39081,Jefferson,County,32631,9823,22309
39083,Knox,County,30712,8433,21825
39085,Lake,County,127890,54337,71615
39087,Lawrence,County,27431,7353,19759
39089,Licking,County,91879,32324,57965
39091,Logan,County,22947,4990,17625
39093,Lorain,County,151668,72792,76719
39095,Lucas,County,195464,111989,79628
39097,Madison,County,19316,5558,13445
39099,Mahoning,County,116348,56346,58601
39101,Marion,County,27126,8089,18526
39103,Medina,County,104164,39326,63451
39105,Meigs,County,10755,2452,8163
39107,Mercer,County,23403,3981,19145
39109,Miami,County,56868,15420,40531
39111,Monroe,County,7066,1597,5392
39113,Montgomery,County,261952,131592,126085
39115,Morgan,County,6712,1703,4932
39117,Morrow,County,18093,3988,13784
39119,Muskingum,County,39698,11755,27334
39121,Noble,County,6216,1156,5024
39123,Ottawa,County,23488,8847,14285
39125,Paulding,County,9262,2172,6927
39127,Perry,County,16179,4006,11959
39129,Pickaway,County,27589,7167,20059
39131,Pike,County,12063,3051,8872
39133,Portage,County,81136,34935,45034
39135,Preble,County,21422,4435,16697
39137,Putnam,County,19677,3152,16218
39139,Richland,County,58601,17231,40534
39141,Ross,County,32469,10345,21687
39143,Sandusky,County,29436,10391,18487
39145,Scioto,County,31149,8876,21926
39147,Seneca,County,25323,8147,16739
39149,Shelby,County,24751,4399,19988
39151,Stark,County,185746,74336,108610
39153,Summit,County,273990,148151,122023
39155,Trumbull,County,98530,43534,53756
39157,Tuscarawas,County,42794,12643,29519
39159,Union,County,32838,10985,21233
39161,Van Wert,County,14733,3026,11470
39163,Vinton,County,5894,1306,4525
39165,Warren,County,132422,45040,85069
39167,Washington,County,31382,9114,21798
39169,Wayne,County,53227,16340,36059
39171,Williams,County,18292,4726,13218
39173,Wood,County,65806,29797,34815
39175,Wyandot,County,11124,2690,8248
40001,Adair,County,7108,1387,5585
40003,Alfalfa,County,2262,232,1978
40005,Atoka,County,5389,765,4557
40007,Beaver,County,2178,190,1968
40009,Beckham,County,7948,1048,6767
40011,Blaine,County,3901,688,3136
40013,Bryan,County,15976,3323,12344
40015,Caddo,County,9859,2670,7013
40017,Canadian,County,61940,16742,43550
40019,Carter,County,19479,4470,14699
40021,Cherokee,County,17714,6027,11223
40023,Choctaw,County,5832,1082,4698
40025,Cimarron,County,1054,70,970
40027,Cleveland,County,119778,49827,66677
40029,Coal,County,2524,374,2091
40031,Comanche,County,35631,13747,20905
40033,Cotton,County,2572,393,2117
40035,Craig,County,6032,1217,4686
40037,Creek,County,30505,6577,23294
40039,Custer,County,10691,2369,8060
40041,Delaware,County,17245,3472,13557
40043,Dewey,County,2359,214,2124
40045,Ellis,County,1873,162,1688
40047,Garfield,County,22430,4919,16970
40049,Garvin,County,10922,1865,8878
40051,Grady,County,23101,4144,18538
40053,Grant,County,2226,280,1916
40055,Greer,County,1973,328,1605
40057,Harmon,County,933,177,747
40059,Harper,County,1487,136,1327
40061,Haskell,County,5014,783,4165
40063,Hughes,County,4857,919,3875
40065,Jackson,County,8221,1646,6392
40067,Jefferson,County,2385,319,2026
40069,Johnston,County,4251,738,3441
40071,Kay,County,17249,4040,12834
40073,Kingfisher,County,6465,854,5521
40075,Kiowa,County,3427,699,2673
40077,Latimer,County,4249,762,3437
40079,Le Flore,County,18805,3299,15213
40081,Lincoln,County,14888,2609,12013
40083,Logan,County,21574,5455,15608
40085,Love,County,4076,711,3305
40087,McClain,County,19236,3582,15295
40089,McCurtain,County,11467,1858,9485
40091,McIntosh,County,8335,2031,6172
40093,Major,County,3467,320,3084
40095,Marshall,County,6064,1100,4891
40097,Mayes,County,16626,3581,12749
40099,Murray,County,5894,1156,4612
40101,Muskogee,County,25081,8027,16526
40103,Noble,County,4938,1003,3821
40105,Nowata,County,4391,712,3610
40107,Okfuskee,County,4038,896,3058
40109,Oklahoma,County,294740,141724,145050
40111,Okmulgee,County,14313,4357,9668
40113,Osage,County,20538,6002,14121
40115,Ottawa,County,11438,2686,8545
40117,Pawnee,County,6786,1363,5267
40119,Payne,County,29643,10904,17813
40121,Pittsburg,County,17924,3768,13851
40123,Pontotoc,County,15320,4117,10805
40125,Pottawatomie,County,28185,7275,20240
40127,Pushmataha,County,4739,668,4016
40129,Roger Mills,County,1834,168,1629
40131,Rogers,County,44553,9589,34031
40133,Seminole,County,8337,2150,6011
40135,Sequoyah,County,15386,3035,12113
40137,Stephens,County,19057,3154,15560
40139,Texas,County,5521,894,4505
40141,Tillman,County,2708,597,2076
40143,Tulsa,County,266678,108996,150574
40145,Wagoner,County,35338,8464,26165
40147,Washington,County,23501,5790,17076
40149,Washita,County,4777,598,4086
40151,Woods,County,3678,591,2993
40153,Woodward,County,7785,1005,6611
41001,Baker,County,9878,2332,7316
41003,Benton,County,52719,35780,14853
41005,Clackamas,County,257615,139015,110476
41007,Clatsop,County,23901,12896,10205
41009,Columbia,County,31518,13535,16779
41011,Coos,County,36484,14024,21488
41013,Crook,County,15165,3715,11103
41015,Curry,County,14920,6056,8481
41017,Deschutes,County,121732,64102,54183
41019,Douglas,County,63107,18780,42513
41021,Gilliam,County,1178,324,834
41023,Grant,County,4593,928,3544
41025,Harney,County,4481,894,3475
41027,Hood River,County,12947,8671,3911
41029,Jackson,County,127052,59442,63814
41031,Jefferson,County,11666,4306,7044
41033,Josephine,County,51592,18430,31732
41035,Klamath,County,36331,10260,25048
41037,Lake,County,4336,788,3449
41039,Lane,County,221585,133924,80144
41041,Lincoln,County,30441,17248,12336
41043,Linn,County,72502,26448,43422
41045,Malheur,County,11653,3202,8101
41047,Marion,County,164156,80138,78424
41049,Morrow,County,5060,1345,3557
41051,Multnomah,County,462620,366512,82753
41053,Polk,County,48148,22842,23670
41055,Sherman,County,1197,257,914
41057,Tillamook,County,16725,7956,8306
41059,Umatilla,County,32539,10499,21002
41061,Union,County,14862,4227,10247
41063,Wallowa,County,5149,1625,3404
41065,Wasco,County,13904,6467,6965
41067,Washington,County,319769,209549,98916
41069,Wheeler,County,963,216,710
41071,Yamhill,County,58808,27123,29500
42001,Adams,County,56635,18254,37567
42003,Allegheny,County,722145,428876,282170
42005,Armstrong,County,36178,8417,27340
42007,Beaver,County,93083,37747,54108
42009,Bedford,County,27574,4367,23025
42011,Berks,County,198260,89530,105941
42013,Blair,County,62784,17425,44714
42015,Bradford,County,30143,8044,21586
42017,Bucks,County,394840,203595,186180
42019,Butler,County,113090,37379,74279
42021,Cambria,County,70605,21752,48094
42023,Cameron,County,2434,634,1771
42025,Carbon,County,33285,11083,21773
42027,Centre,County,77490,40054,36371
42029,Chester,County,314219,181596,127998
42031,Clarion,County,19458,4671,14550
42033,Clearfield,County,39124,9598,28984
42035,Clinton,County,17619,5501,11897
42037,Columbia,County,30569,10289,19752
42039,Crawford,County,41125,12610,28002
42041,Cumberland,County,142014,62237,77212
42043,Dauphin,County,147254,78912,66365
42045,Delaware,County,327936,205567,118501
42047,Elk,County,16896,4517,12135
42049,Erie,County,137083,68286,66869
42051,Fayette,County,59941,19518,39978
42053,Forest,County,2613,715,1864
42055,Franklin,County,80783,22422,57245
42057,Fulton,County,7977,1085,6824
42059,Greene,County,17635,4900,12556
42061,Huntingdon,County,22793,5448,17059
42063,Indiana,County,41196,12634,28087
42065,Jefferson,County,22761,4498,17928
42067,Juniata,County,12042,2253,9648
42069,Lackawanna,County,115057,61768,52206
42071,Lancaster,County,280199,115823,160193
42073,Lawrence,County,45545,15767,29284
42075,Lebanon,County,70890,23646,46267
42077,Lehigh,County,180698,95889,82287
42079,Luzerne,County,153240,64827,86895
42081,Lycoming,County,59254,16971,41462
42083,McKean,County,19427,5076,14067
42085,Mercer,County,57785,20984,36059
42087,Mifflin,County,21491,4599,16663
42089,Monroe,County,82200,43038,37989
42091,Montgomery,County,507910,318041,184698
42093,Montour,County,9771,3771,5844
42095,Northampton,County,171024,84847,83732
42097,Northumberland,County,42283,12677,28952
42099,Perry,County,24652,5950,18293
42101,Philadelphia,County,724469,587884,130235
42103,Pike,County,32616,13052,19241
42105,Potter,County,9031,1716,7216
